date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:03:20	183674/183674	---M--	200	added ('OK')	image/jpeg	etag:%22a313578f80346cda621f8c5402e8e475%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/recirculation/01_Guns.jpg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/recirculation/01_Guns.jpg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:20	86801/86801	---M--	200	added ('OK')	image/jpeg	etag:%22f37c3a7ca12c290786fbd1a54ea3a4bf%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/recirculation/02_GayLoneliness.jpg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/recirculation/02_GayLoneliness.jpg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:21	185539/185539	---M--	200	added ('OK')	image/jpeg	etag:%22d0ec0196d99c83a28881655bcff198b0%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/recirculation/03_AltRight.jpg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/recirculation/03_AltRight.jpg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:21	273141/273141	---M--	200	added ('OK')	image/jpeg	etag:%22f5f74820e942ee360f10be5335412d33%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/recirculation/04_Refugees.jpg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/recirculation/04_Refugees.jpg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:22	1043971/1043971	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ffc-fee03%22	https://cdnjs.cloudflare.com/ajax/libs/three.js/87/three.js	C:/Users/frank/Desktop/mingjie_website/ct/cdnjs.cloudflare.com/ajax/libs/three.js/87/three.js	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:22	632858/632858	---M-Z	200	added ('OK')	application/javascript	etag:%222ea67acaa70b559363c6c485fd0f43a9+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/js/main.js	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/js/main.js	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:22	8/8	---M--	403	error ('Forbidden')	text/html	etag:%22676513fde5797c3785164942c97dfec1%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons.eot	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons.4b.delayed	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:22	8/8	---M--	403	error ('Forbidden')	text/html	etag:%22676513fde5797c3785164942c97dfec1%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons.eot?	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons.4cd41d.delayed	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:23	8/8	---M--	403	error ('Forbidden')	text/html	etag:%22676513fde5797c3785164942c97dfec1%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons.woff	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons.4d.delayed	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:23	8/8	---M--	403	error ('Forbidden')	text/html	etag:%22676513fde5797c3785164942c97dfec1%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons.ttf	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons.4e.delayed	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:23	8/8	---M--	403	error ('Forbidden')	text/html	etag:%22676513fde5797c3785164942c97dfec1%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons.4f.delayed	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:23	8/8	---M--	403	error ('Forbidden')	text/html	etag:%22676513fde5797c3785164942c97dfec1%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons/huffington-icons.eot	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons/huffington-icons.50.delayed	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:24	8/8	---M--	403	error ('Forbidden')	text/html	etag:%22676513fde5797c3785164942c97dfec1%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons/huffington-icons.eot?	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons/huffington-icons.51d41d.delayed	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:24	8/8	---M--	403	error ('Forbidden')	text/html	etag:%22676513fde5797c3785164942c97dfec1%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons/huffington-icons.woff	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons/huffington-icons.52.delayed	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:24	8/8	---M--	403	error ('Forbidden')	text/html	etag:%22676513fde5797c3785164942c97dfec1%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons/huffington-icons.ttf	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons/huffington-icons.53.delayed	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:25	8/8	---M--	403	error ('Forbidden')	text/html	etag:%22676513fde5797c3785164942c97dfec1%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons/huffington-icons.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/huffington-icons/huffington-icons.54.delayed	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:25	26440/26440	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22277a68b9fb210430a70562a20c650ecd+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-regular.eot	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-regular.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:25	26440/26440	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22277a68b9fb210430a70562a20c650ecd+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-regular.eot?	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-regulard41d.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:25	22576/22576	---M--	200	added ('OK')	application/font-woff2	etag:%229d6a09d104ace47e2cbacfe7f3370d49%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-regular.woff2	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-regular.woff2	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:26	29248/29248	---M--	200	added ('OK')	application/font-woff	etag:%22f24b6e7568a4c83f13e704c34bb4eccc%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-regular.woff	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-regular.woff	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:26	60400/60400	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228edde6d15ab8cac9c32516c226486122+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-regular.ttf	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-regular.ttf	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:26	98812/98812	---M-Z	200	added ('OK')	image/svg+xml	etag:%221d735e2f9a99c7117070fc4fa12bdaf7+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-regular.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-regular.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:27	27324/27324	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22983375317218c1d236fdcacbc0a1bea3+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-italic.eot	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-italic.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:27	27324/27324	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22983375317218c1d236fdcacbc0a1bea3+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-italic.eot?	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-italicd41d.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:27	23272/23272	---M--	200	added ('OK')	application/font-woff2	etag:%222c3f755fa946c2371c512a44461b787a%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-italic.woff2	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-italic.woff2	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:27	29912/29912	---M--	200	added ('OK')	application/font-woff	etag:%22d24d3eca71673afbbdeef9345628bb2b%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-italic.woff	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-italic.woff	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:28	56756/56756	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2284c91870634461a46307565df0267996+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-italic.ttf	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-italic.ttf	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:28	112417/112417	---M-Z	200	added ('OK')	image/svg+xml	etag:%22cf12cc0dbecd04759b0d193cf4a1869d+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-italic.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-italic.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:28	26624/26624	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22062bff622f87d2d964dfe19df8dee2d1+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700.eot	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:29	26624/26624	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22062bff622f87d2d964dfe19df8dee2d1+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700.eot?	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700d41d.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:29	22700/22700	---M--	200	added ('OK')	application/font-woff2	etag:%226f7a5c1e1b435116e227acb7182fc566%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700.woff2	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700.woff2	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:29	29432/29432	---M--	200	added ('OK')	application/font-woff	etag:%2295e02dedc272e3b40ff9d73a203e0b1c%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700.woff	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700.woff	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:29	60736/60736	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228f90e9a854256adb38723d9ac58aa789+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700.ttf	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700.ttf	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:30	103034/103034	---M-Z	200	added ('OK')	image/svg+xml	etag:%22343c0ea9fa0f62f567517dd255ea8420+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:30	25406/25406	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a1d01d5ce8d9353b02f6e19ea43d9375+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700italic.eot	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700italic.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:30	25406/25406	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a1d01d5ce8d9353b02f6e19ea43d9375+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700italic.eot?	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700italicd41d.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:31	22204/22204	---M--	200	added ('OK')	application/font-woff2	etag:%2282649f9b938a932d2acbe08aa7cbe5f1%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700italic.woff2	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700italic.woff2	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:31	27292/27292	---M--	200	added ('OK')	application/font-woff	etag:%2243f581d7eddb02c6abfcbba9cc3a2db4%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700italic.woff	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700italic.woff	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:31	48928/48928	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22fe78bf263de9483201cd9b729c641aea+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700italic.ttf	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700italic.ttf	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:31	115825/115825	---M-Z	200	added ('OK')	image/svg+xml	etag:%22daf4e2fa2f3670c86b6c1a8593a61f8a+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700italic.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/gentium-book-basic/gentium-book-basic-v7-latin-700italic.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:32	18233/18233	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22c35ad7c76819575781c833319c13711b+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-regular.eot	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-regular.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:32	18233/18233	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22c35ad7c76819575781c833319c13711b+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-regular.eot?	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-regulard41d.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:32	15572/15572	---M--	200	added ('OK')	application/font-woff2	etag:%22e64cab167bbdc04807429d10873901a0%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-regular.woff2	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-regular.woff2	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:33	20248/20248	---M--	200	added ('OK')	application/font-woff	etag:%22ce659615885f33d928eb7fe276574106%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-regular.woff	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-regular.woff	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:33	34156/34156	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22953de7bafd9fdbf41ea443aacabe2706+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-regular.ttf	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-regular.ttf	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:33	107279/107279	---M-Z	200	added ('OK')	image/svg+xml	etag:%227e735d7ae17da9ead1360165b1dc3cfb+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-regular.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-regular.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:33	8/8	---M--	403	error ('Forbidden')	text/html	etag:%22676513fde5797c3785164942c97dfec1%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/fonts/open-sans-v13-latin-700.eot	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/fonts/open-sans-v13-latin-700.73.delayed	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:34	18866/18866	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22813c58a5156a3f3caddec473846f776f+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-700.eot?	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-700d41d.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:34	16276/16276	---M--	200	added ('OK')	application/font-woff2	etag:%2273437ad44345f889f45e27c428d618d8%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-700.woff2	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-700.woff2	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:34	21028/21028	---M--	200	added ('OK')	application/font-woff	etag:%2272862e7cf19603ad24f26baf86dd0e08%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-700.woff	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-700.woff	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:34	35924/35924	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22bdafb9df42d16395dd5d87d12a74ea3f+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-700.ttf	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-700.ttf	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:35	106665/106665	---M-Z	200	added ('OK')	image/svg+xml	etag:%22c0e9eb34c80900aaacc306b011e1ee3c+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-700.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/open-sans-v13-latin-700.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:35	16636/16636	---M--	200	added ('OK')	application/font-woff2	etag:%22df195647e4b94a29e74e28110480edc4%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/opensans-extrabold-webfont.woff2	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/opensans-extrabold-webfont.woff2	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:35	21144/21144	---M--	200	added ('OK')	application/font-woff	etag:%221adc082b58840afa9782a0f2b46252ab%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/opensans-extrabold-webfont.woff	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/open-sans/opensans-extrabold-webfont.woff	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:36	22924/22924	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2294bb58d7d784bdd0a2a969ae6cc10d82+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/droid-sans/droid-sans-v6-latin-700.eot	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/droid-sans/droid-sans-v6-latin-700.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:36	22924/22924	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2294bb58d7d784bdd0a2a969ae6cc10d82+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/droid-sans/droid-sans-v6-latin-700.eot?	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/droid-sans/droid-sans-v6-latin-700d41d.eot	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:36	22516/22516	---M--	200	added ('OK')	application/font-woff2	etag:%222f66ece08dd05540c8dcd9dbd7cc299b%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/droid-sans/droid-sans-v6-latin-700.woff2	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/droid-sans/droid-sans-v6-latin-700.woff2	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:36	25992/25992	---M--	200	added ('OK')	application/font-woff	etag:%22e0a7f5275100bfd0641b76119ee25cf4%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/droid-sans/droid-sans-v6-latin-700.woff	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/droid-sans/droid-sans-v6-latin-700.woff	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
01:03:37	40516/40516	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22754295cd4a92681c642d4d0c64dc1327+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/droid-sans/droid-sans-v6-latin-700.ttf	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/fonts/droid-sans/droid-sans-v6-latin-700.ttf	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/css/main.css)
